tissue_info1,tissue_info2,tissue_info3,tissue_info4,tissue_info5,tissue_ucode
Srg,WGO_JG,301,D,9/29/2021,WS00509
Srg,WGO_JG,301,P,9/29/2021,WS00510
Srg,WGO_JG,302,P,9/29/2021,WS00511
Srg,WGO_JG,302,C,9/29/2021,WS00512
Srg,WGO_JG,302,D,9/29/2021,WS00513
Srg,WGO_JG,303,C,9/29/2021,WS00514
Srg,WGO_JG,303,D,9/29/2021,WS00515
Srg,WGO_JG,303,P,9/29/2021,WS00516
Srg,WGO_JG,304,C,9/29/2021,WS00517
Srg,WGO_JG,304,D,9/29/2021,WS00518
Srg,WGO_JG,304,P,9/29/2021,WS00519
Srg,WGO_JG,305,C,9/29/2021,WS00520
Srg,WGO_JG,305,D,9/29/2021,WS00521
Srg,WGO_JG,305,P,9/29/2021,WS00522
Srg,WGO_JG,306,C,9/29/2021,WS00523
Srg,WGO_JG,306,D,9/29/2021,WS00524
Srg,WGO_JG,306,P,9/29/2021,WS00525
Srg,WGO_JG,401,C,9/29/2021,WS00526
Srg,WGO_JG,401,D,9/29/2021,WS00527
Srg,WGO_JG,401,P,9/29/2021,WS00528
Srg,WGO_JG,402,C,9/29/2021,WS00529
Srg,WGO_JG,402,D,9/29/2021,WS00530
Srg,WGO_JG,402,P,9/29/2021,WS00531
Srg,WGO_JG,403,C,9/29/2021,WS00532
Srg,WGO_JG,403,D,9/29/2021,WS00533
Srg,WGO_JG,403,P,9/29/2021,WS00534
Srg,WGO_JG,404,C,9/29/2021,WS00535
Srg,WGO_JG,404,D,9/29/2021,WS00536
Srg,WGO_JG,404,P,9/29/2021,WS00537
Srg,WGO_JG,405,C,9/29/2021,WS00538
Srg,WGO_JG,405,D,9/29/2021,WS00539
Srg,WGO_JG,405,P,9/29/2021,WS00540
Srg,WGO_JG,406,C,9/29/2021,WS00541
Srg,WGO_JG,406,D,9/29/2021,WS00542
Srg,WGO_JG,406,P,9/29/2021,WS00543
