tissue_info1,tissue_info2,tissue_info3,tissue_info4,tissue_info5,tissue_info6,tissue_ucode
Srg,WGO_JG,101, ,9/29/2021,C,WS00472
Srg,WGO_JG,101, ,9/29/2021,D,WS00473
Srg,WGO_JG,101, ,9/29/2021,P,WS00474
Srg,WGO_JG,102, ,9/29/2021,C,WS00475
Srg,WGO_JG,102, ,9/29/2021,D,WS00476
Srg,WGO_JG,102, ,9/29/2021,P,WS00477
Srg,WGO_JG,103, ,9/29/2021,C,WS00478
Srg,WGO_JG,103, ,9/29/2021,D,WS00479
Srg,WGO_JG,103, ,9/29/2021,P,WS00480
Srg,WGO_JG,104, ,9/29/2021,C,WS00481
Srg,WGO_JG,104, ,9/29/2021,D,WS00482
Srg,WGO_JG,104, ,9/29/2021,P,WS00483
Srg,WGO_JG,105, ,9/29/2021,C,WS00484
Srg,WGO_JG,105, ,9/29/2021,D,WS00485
Srg,WGO_JG,105, ,9/29/2021,P,WS00486
Srg,WGO_JG,106, ,9/29/2021,C,WS00487
Srg,WGO_JG,106, ,9/29/2021,D,WS00488
Srg,WGO_JG,106, ,9/29/2021,P,WS00489
Srg,WGO_JG,201, ,9/29/2021,C,WS00490
Srg,WGO_JG,201, ,9/29/2021,D,WS00491
Srg,WGO_JG,201, ,9/29/2021,P,WS00492
Srg,WGO_JG,202, ,9/29/2021,C,WS00493
Srg,WGO_JG,202, ,9/29/2021,D,WS00494
Srg,WGO_JG,202, ,9/29/2021,P,WS00495
Srg,WGO_JG,203, ,9/29/2021,C,WS00496
Srg,WGO_JG,203, ,9/29/2021,D,WS00497
Srg,WGO_JG,203, ,9/29/2021,P,WS00498
Srg,WGO_JG,204, ,9/29/2021,C,WS00499
Srg,WGO_JG,204, ,9/29/2021,D,WS00500
Srg,WGO_JG,204, ,9/29/2021,P,WS00501
Srg,WGO_JG,205, ,9/29/2021,C,WS00502
Srg,WGO_JG,205, ,9/29/2021,D,WS00503
Srg,WGO_JG,205, ,9/29/2021,P,WS00504
Srg,WGO_JG,206, ,9/29/2021,C,WS00505
Srg,WGO_JG,206, ,9/29/2021,D,WS00506
Srg,WGO_JG,206, ,9/29/2021,P,WS00507
Srg,WGO_JG,301, ,9/29/2021,C,WS00508
Srg,WGO_JG,301, ,9/29/2021,D,WS00509
Srg,WGO_JG,301, ,9/29/2021,P,WS00510
Srg,WGO_JG,302, ,9/29/2021,P,WS00511
Srg,WGO_JG,302, ,9/29/2021,C,WS00512
Srg,WGO_JG,302, ,9/29/2021,D,WS00513
Srg,WGO_JG,303, ,9/29/2021,C,WS00514
Srg,WGO_JG,303, ,9/29/2021,D,WS00515
Srg,WGO_JG,303, ,9/29/2021,P,WS00516
Srg,WGO_JG,304, ,9/29/2021,C,WS00517
Srg,WGO_JG,304, ,9/29/2021,D,WS00518
Srg,WGO_JG,304, ,9/29/2021,P,WS00519
Srg,WGO_JG,305, ,9/29/2021,C,WS00520
Srg,WGO_JG,305, ,9/29/2021,D,WS00521
Srg,WGO_JG,305, ,9/29/2021,P,WS00522
Srg,WGO_JG,306, ,9/29/2021,C,WS00523
Srg,WGO_JG,306, ,9/29/2021,D,WS00524
Srg,WGO_JG,306, ,9/29/2021,P,WS00525
Srg,WGO_JG,401, ,9/29/2021,C,WS00526
Srg,WGO_JG,401, ,9/29/2021,D,WS00527
Srg,WGO_JG,401, ,9/29/2021,P,WS00528
Srg,WGO_JG,402, ,9/29/2021,C,WS00529
Srg,WGO_JG,402, ,9/29/2021,D,WS00530
Srg,WGO_JG,402, ,9/29/2021,P,WS00531
Srg,WGO_JG,403, ,9/29/2021,C,WS00532
Srg,WGO_JG,403, ,9/29/2021,D,WS00533
Srg,WGO_JG,403, ,9/29/2021,P,WS00534
Srg,WGO_JG,404, ,9/29/2021,C,WS00535
Srg,WGO_JG,404, ,9/29/2021,D,WS00536
Srg,WGO_JG,404, ,9/29/2021,P,WS00537
Srg,WGO_JG,405, ,9/29/2021,C,WS00538
Srg,WGO_JG,405, ,9/29/2021,D,WS00539
Srg,WGO_JG,405, ,9/29/2021,P,WS00540
Srg,WGO_JG,406, ,9/29/2021,C,WS00541
Srg,WGO_JG,406, ,9/29/2021,D,WS00542
Srg,WGO_JG,406, ,9/29/2021,P,WS00543
